Date, Open, High, Low, Close
02/18/15, 378.02, 380.37, 378.02, 380.37
02/17/15, 376.21, 377.12, 373.79, 377.02
02/16/15, 377.06, 377.11, 375.91, 376.55
02/13/15, 375.19, 377.96, 375.19, 377.07
02/12/15, 371.60, 375.54, 371.43, 374.83
02/11/15, 372.89, 373.50, 371.14, 372.04
02/10/15, 371.05, 373.84, 369.31, 372.94
02/09/15, 371.64, 371.64, 368.04, 370.55
02/06/15, 372.21, 373.89, 370.93, 373.31
02/05/15, 371.61, 372.62, 369.97, 372.51
02/04/15, 370.50, 372.10, 369.08, 372.10
02/03/15, 368.35, 372.16, 368.35, 370.28
02/02/15, 366.92, 368.03, 364.26, 367.28
01/30/15, 369.11, 370.18, 366.31, 367.05
01/29/15, 367.76, 369.79, 366.28, 368.76
01/28/15, 370.35, 371.42, 366.70, 369.08
01/27/15, 372.26, 372.78, 367.08, 368.70
01/26/15, 369.68, 372.39, 368.48, 372.39
01/23/15, 365.50, 372.31, 365.50, 370.37
01/22/15, 358.92, 364.51, 357.54, 364.05
01/21/15, 356.57, 358.12, 353.29, 358.12
01/20/15, 353.74, 357.42, 353.74, 355.96
01/19/15, 351.33, 355.01, 351.33, 353.18
01/16/15, 349.31, 352.49, 345.22, 352.40
01/15/15, 341.50, 353.31, 332.78, 348.45
01/14/15, 342.60, 344.67, 338.31, 339.67
01/13/15, 338.85, 345.62, 338.26, 344.77
01/12/15, 338.49, 341.55, 336.63, 339.87
01/09/15, 342.05, 342.70, 336.28, 337.93
01/08/15, 335.15, 342.93, 335.15, 342.35
01/07/15, 332.41, 335.50, 331.65, 333.20
01/06/15, 334.32, 335.82, 330.85, 331.61
01/05/15, 340.58, 342.92, 333.84, 333.99
01/02/15, 343.95, 344.65, 340.28, 341.33
12/31/14, 341.42, 342.60, 341.42, 342.54
12/30/14, 343.64, 343.64, 340.88, 341.02
12/29/14, 344.08, 345.08, 341.16, 344.27
12/24/14, 343.89, 344.35, 343.49, 343.89
12/23/14, 341.94, 344.06, 341.94, 344.06
12/22/14, 341.06, 343.40, 340.99, 341.97
12/19/14, 340.58, 341.75, 337.15, 340.30
12/18/14, 331.57, 339.05, 331.57, 339.05
12/17/14, 327.31, 330.23, 325.37, 329.34
12/16/14, 323.80, 328.91, 318.95, 328.88
12/15/14, 330.37, 333.13, 323.17, 323.29
12/12/14, 338.17, 338.17, 330.54, 330.54
12/11/14, 338.70, 340.30, 336.60, 339.31
12/10/14, 341.31, 343.42, 338.79, 339.32
12/09/14, 347.09, 347.09, 340.40, 340.48
12/08/14, 350.25, 350.42, 348.61, 348.61
12/05/14, 346.41, 350.97, 346.41, 350.97
12/04/14, 349.74, 350.99, 344.56, 344.84
12/03/14, 347.56, 350.05, 347.56, 349.34
12/02/14, 346.53, 349.01, 346.53, 347.37
12/01/14, 345.54, 346.34, 344.02, 345.64
11/28/14, 347.21, 347.51, 345.54, 347.25
11/27/14, 346.69, 347.96, 346.31, 347.49
11/26/14, 346.59, 347.81, 345.96, 346.28
11/25/14, 345.55, 347.90, 345.21, 346.28
11/24/14, 345.44, 346.37, 345.35, 345.72
11/21/14, 338.62, 345.54, 338.62, 345.24
11/20/14, 339.02, 339.02, 336.16, 338.28
11/19/14, 339.19, 340.42, 338.13, 339.15
11/18/14, 337.25, 339.69, 337.10, 339.30
11/17/14, 333.97, 337.72, 333.06, 337.25
11/14/14, 336.20, 336.62, 333.88, 335.63
11/13/14, 335.57, 337.24, 333.72, 335.86
11/12/14, 338.25, 338.71, 334.60, 335.09
11/11/14, 337.91, 339.50, 337.75, 338.93
11/10/14, 335.07, 337.71, 334.43, 337.71
11/07/14, 337.65, 338.31, 333.66, 335.25
11/06/14, 335.57, 339.70, 334.36, 337.08
11/05/14, 332.56, 336.46, 332.37, 336.36
11/04/14, 333.76, 335.82, 330.41, 330.88
11/03/14, 336.76, 337.68, 333.78, 334.25
10/31/14, 333.51, 337.03, 333.44, 336.80
10/30/14, 329.95, 331.24, 325.28, 330.71
10/29/14, 328.88, 330.33, 328.37, 328.78
10/28/14, 326.15, 328.66, 326.15, 328.25
10/27/14, 328.80, 330.06, 323.53, 325.10
10/24/14, 327.51, 328.17, 326.01, 327.17
10/23/14, 325.80, 328.73, 322.61, 328.26
10/22/14, 324.01, 326.30, 322.28, 326.11
10/21/14, 316.49, 323.74, 315.01, 323.74
10/20/14, 318.75, 319.17, 315.17, 317.01
10/17/14, 310.67, 318.92, 309.90, 318.68
10/16/14, 312.84, 314.57, 302.48, 310.03
10/15/14, 321.74, 321.74, 310.91, 311.36
10/14/14, 320.40, 322.21, 316.94, 321.53
10/13/14, 320.26, 323.39, 318.95, 321.56
10/10/14, 324.81, 324.81, 320.35, 321.62
10/09/14, 330.16, 331.59, 325.98, 326.67
10/08/14, 330.01, 330.01, 327.08, 328.00
10/07/14, 335.53, 335.53, 330.85, 330.85
10/06/14, 336.04, 337.85, 335.64, 336.00
10/03/14, 333.66, 335.72, 333.09, 335.19
10/02/14, 339.61, 339.61, 332.05, 332.05
10/01/14, 342.70, 343.65, 339.54, 340.22
09/30/14, 341.90, 343.82, 341.21, 343.08
09/29/14, 342.30, 342.77, 339.09, 340.99
09/26/14, 341.46, 343.05, 339.71, 342.30
09/25/14, 344.39, 346.04, 340.60, 341.44
09/24/14, 342.30, 344.42, 340.69, 344.35
09/23/14, 346.31, 346.31, 341.19, 341.89
09/22/14, 347.60, 347.90, 346.37, 346.69
09/19/14, 349.92, 350.85, 348.52, 348.52
09/18/14, 345.07, 348.10, 345.07, 347.78
09/17/14, 344.15, 345.13, 344.06, 344.39
09/16/14, 343.54, 343.54, 341.40, 342.84
09/15/14, 343.61, 344.75, 342.78, 343.91
09/12/14, 344.92, 345.17, 343.73, 344.27
09/11/14, 345.82, 346.18, 342.73, 344.27
09/10/14, 344.50, 344.77, 342.72, 344.70
09/09/14, 345.72, 346.73, 344.65, 344.87
09/08/14, 346.63, 346.63, 344.24, 346.09
09/05/14, 348.48, 348.60, 346.46, 347.57
09/04/14, 344.48, 349.42, 344.10, 348.89
09/03/14, 342.42, 346.45, 342.42, 344.97
09/02/14, 343.15, 344.34, 342.09, 342.75
09/01/14, 342.41, 343.37, 341.47, 342.86
08/29/14, 341.60, 342.73, 339.55, 342.00
08/28/14, 343.05, 343.05, 340.35, 341.05
08/27/14, 342.99, 343.99, 342.60, 343.33
08/26/14, 340.51, 343.06, 339.91, 342.96
08/25/14, 338.36, 340.46, 338.36, 340.46
08/22/14, 337.52, 337.89, 335.26, 336.75
08/21/14, 335.12, 337.61, 334.76, 337.51
08/20/14, 335.47, 335.71, 334.13, 335.30
08/19/14, 334.29, 335.64, 334.29, 335.49
08/18/14, 331.61, 333.91, 331.61, 333.60
08/15/14, 331.57, 333.93, 329.65, 329.72
08/14/14, 329.68, 331.59, 328.87, 331.04
08/13/14, 329.28, 330.63, 328.93, 330.02
08/12/14, 329.24, 330.19, 328.15, 328.74
08/11/14, 326.12, 329.81, 326.12, 329.36
08/08/14, 325.25, 326.21, 322.40, 324.91
08/07/14, 329.06, 329.93, 326.66, 326.96
08/06/14, 331.24, 331.24, 326.74, 329.19
08/05/14, 331.99, 333.73, 331.29, 332.10
08/04/14, 332.66, 333.00, 330.63, 331.15
08/01/14, 335.80, 335.80, 330.94, 331.91
07/31/14, 340.70, 341.03, 335.37, 335.99
07/30/14, 342.05, 343.11, 339.82, 340.44
07/29/14, 341.57, 343.49, 340.79, 342.27
07/28/14, 342.47, 342.89, 339.72, 341.34
07/25/14, 343.99, 344.85, 341.38, 341.95
07/24/14, 342.97, 344.81, 341.62, 344.33
07/23/14, 342.00, 343.92, 341.60, 342.86
07/22/14, 338.82, 342.55, 338.82, 342.44
07/21/14, 339.64, 339.75, 337.34, 337.95
07/18/14, 339.04, 339.74, 337.16, 339.66
07/17/14, 342.27, 342.27, 339.53, 339.74
07/16/14, 339.11, 343.16, 339.11, 342.97
07/15/14, 339.54, 340.24, 338.22, 338.42
07/14/14, 337.35, 340.29, 337.35, 339.79
07/11/14, 336.79, 338.05, 335.68, 336.91
07/10/14, 339.91, 339.91, 334.58, 336.37
07/09/14, 340.33, 340.66, 338.63, 339.96
07/08/14, 345.09, 345.35, 339.99, 339.99
07/07/14, 347.72, 347.92, 344.67, 344.80
07/04/14, 348.95, 348.95, 347.95, 347.95
07/03/14, 345.63, 348.93, 345.42, 348.91
07/02/14, 345.07, 346.39, 345.03, 345.68
07/01/14, 342.36, 344.96, 342.36, 344.89
06/30/14, 342.11, 343.26, 340.80, 341.86
06/27/14, 341.98, 342.80, 341.24, 341.97
06/26/14, 342.36, 343.01, 340.38, 341.86
06/25/14, 344.42, 344.42, 340.93, 341.94
06/24/14, 346.63, 347.33, 344.96, 345.57
06/23/14, 348.04, 348.14, 345.59, 346.31
06/20/14, 347.98, 349.15, 347.79, 348.09
06/19/14, 347.60, 349.05, 347.60, 348.15
06/18/14, 346.68, 347.49, 346.13, 346.13
06/17/14, 345.93, 347.04, 344.95, 346.42
06/16/14, 346.68, 347.13, 345.18, 345.52
06/13/14, 348.33, 348.33, 344.88, 347.07
06/12/14, 347.83, 348.92, 347.28, 347.83
06/11/14, 349.60, 349.65, 347.14, 347.74
06/10/14, 348.45, 349.71, 348.04, 349.71
06/09/14, 347.59, 348.61, 347.59, 348.61
06/06/14, 344.88, 347.44, 344.88, 347.30
06/05/14, 343.79, 347.58, 342.88, 344.99
06/04/14, 343.16, 343.67, 342.24, 343.56
06/03/14, 345.07, 345.07, 342.94, 343.48
06/02/14, 344.70, 345.54, 344.21, 345.08
05/30/14, 344.31, 344.97, 343.87, 344.24
05/29/14, 344.36, 344.80, 344.01, 344.51
05/28/14, 344.21, 344.49, 343.49, 344.29
05/27/14, 343.89, 344.78, 343.61, 344.47
05/26/14, 342.20, 343.69, 342.20, 343.69
05/23/14, 341.20, 341.94, 340.03, 341.76
05/22/14, 340.83, 341.58, 339.91, 341.02
05/21/14, 337.66, 340.48, 336.60, 340.34
05/20/14, 338.47, 339.38, 337.77, 338.32
05/19/14, 338.67, 338.90, 335.95, 338.51
05/16/14, 338.25, 338.99, 336.52, 338.99
05/15/14, 341.51, 342.71, 337.97, 338.50
05/14/14, 342.02, 342.10, 340.83, 341.59
05/13/14, 341.48, 342.05, 340.77, 341.89
05/12/14, 338.97, 341.17, 338.93, 340.96
05/09/14, 339.31, 339.31, 337.56, 338.54
05/08/14, 336.48, 339.56, 335.52, 339.56
05/07/14, 335.17, 336.73, 334.55, 336.03
05/06/14, 337.42, 338.05, 335.27, 336.04
05/05/14, 337.38, 337.40, 334.67, 336.89
05/02/14, 338.42, 339.20, 337.11, 337.76
05/01/14, 337.70, 338.51, 337.70, 338.50
04/30/14, 337.56, 338.36, 336.94, 337.89
04/29/14, 334.59, 338.12, 334.59, 338.12
04/28/14, 333.57, 335.59, 333.49, 334.13
04/25/14, 335.30, 335.30, 332.50, 333.50
04/24/14, 336.15, 337.84, 333.43, 336.13
04/23/14, 336.70, 336.91, 334.86, 335.05
04/22/14, 333.42, 337.39, 333.42, 337.03
04/17/14, 330.85, 332.45, 329.68, 332.43
04/16/14, 328.44, 330.82, 328.44, 330.82
04/15/14, 329.47, 330.32, 326.49, 326.58
04/14/14, 328.34, 329.79, 325.50, 329.79
04/11/14, 332.05, 332.05, 327.08, 328.77
04/10/14, 335.98, 337.15, 333.18, 333.41
04/09/14, 334.19, 336.25, 334.17, 335.16
04/08/14, 335.28, 335.71, 331.71, 333.89
04/07/14, 337.83, 337.83, 334.78, 334.96
04/04/14, 337.65, 339.86, 337.48, 339.18
04/03/14, 337.07, 338.45, 336.03, 337.25
04/02/14, 336.35, 337.38, 336.27, 336.93
04/01/14, 334.98, 336.94, 334.98, 336.35
03/31/14, 334.53, 335.94, 333.92, 334.31
03/28/14, 331.41, 333.96, 331.41, 333.76
03/27/14, 330.48, 331.70, 329.55, 331.40
03/26/14, 328.90, 331.97, 328.89, 330.93
03/25/14, 324.56, 328.98, 324.56, 328.57
03/24/14, 327.73, 328.00, 323.83, 324.39
03/21/14, 327.67, 329.11, 327.19, 327.91
03/20/14, 326.32, 327.74, 324.51, 327.67
03/19/14, 328.12, 328.85, 327.14, 327.63
03/18/14, 325.44, 329.46, 324.09, 327.93
03/17/14, 322.62, 326.26, 322.51, 325.83
03/14/14, 323.43, 323.43, 320.23, 322.23
03/13/14, 328.25, 328.70, 324.51, 324.51
03/12/14, 330.62, 330.62, 326.52, 327.95
03/11/14, 332.16, 333.39, 330.90, 331.49
03/10/14, 332.59, 334.78, 330.20, 331.40
03/07/14, 337.18, 337.51, 333.00, 333.06
03/06/14, 337.68, 338.90, 337.00, 337.28
03/05/14, 336.93, 337.80, 336.30, 337.06
03/04/14, 332.31, 337.15, 332.31, 337.15
03/03/14, 335.82, 335.82, 330.28, 330.36
02/28/14, 337.51, 338.23, 335.51, 338.02
02/27/14, 337.76, 338.02, 334.25, 337.21
02/26/14, 338.23, 338.57, 336.47, 337.70
02/25/14, 337.95, 338.59, 336.46, 338.39
02/24/14, 335.80, 338.19, 334.59, 338.19
02/21/14, 335.70, 336.42, 335.05, 336.09
02/20/14, 333.42, 334.78, 331.28, 334.78
02/19/14, 334.34, 335.33, 332.61, 334.94
02/18/14, 334.79, 334.89, 332.31, 334.60
02/17/14, 333.70, 335.04, 333.70, 334.56
02/14/14, 331.54, 333.43, 331.35, 333.32
02/13/14, 331.51, 331.52, 328.79, 331.48
02/12/14, 329.97, 333.02, 329.97, 332.00
02/11/14, 325.84, 329.52, 325.84, 329.52
02/10/14, 325.64, 326.03, 324.67, 325.30
02/07/14, 323.53, 325.45, 322.69, 325.09
02/06/14, 319.06, 323.40, 318.76, 322.77
02/05/14, 317.52, 319.21, 316.74, 318.04
02/04/14, 317.02, 318.66, 315.61, 317.58
02/03/14, 322.24, 323.87, 317.95, 318.21
01/31/14, 323.37, 323.54, 318.00, 322.52
01/30/14, 322.16, 324.25, 320.06, 323.32
01/29/14, 325.52, 328.02, 319.29, 322.39
01/28/14, 322.95, 324.88, 322.76, 324.22
01/27/14, 324.70, 324.84, 321.39, 322.02
01/24/14, 332.67, 333.36, 324.50, 324.75
01/23/14, 335.61, 336.67, 331.94, 332.69
01/22/14, 336.13, 337.27, 335.07, 336.06
01/21/14, 335.73, 337.65, 335.32, 335.76
01/20/14, 335.43, 335.99, 334.75, 335.50
01/17/14, 333.75, 336.07, 333.75, 335.82
01/16/14, 334.46, 334.60, 333.67, 333.99
01/15/14, 331.87, 334.60, 331.87, 334.51
01/14/14, 329.00, 331.33, 327.34, 331.23
01/13/14, 330.56, 331.08, 329.86, 330.72
01/10/14, 329.00, 331.57, 329.00, 329.95
01/09/14, 329.79, 330.95, 327.82, 328.41
01/08/14, 329.53, 329.91, 328.78, 329.75
01/07/14, 327.23, 329.75, 326.68, 329.40
01/06/14, 327.10, 328.12, 326.51, 326.98
01/03/14, 326.14, 328.09, 325.28, 327.64
01/02/14, 328.99, 329.39, 325.69, 325.82
12/31/13, 327.46, 328.32, 327.46, 328.26
12/30/13, 327.76, 328.42, 326.58, 327.13
12/27/13, 324.83, 327.68, 324.83, 327.68
12/24/13, 323.43, 324.29, 323.35, 324.21
12/23/13, 321.37, 323.40, 321.37, 323.40
12/20/13, 319.72, 321.39, 319.66, 321.14
12/19/13, 315.90, 319.44, 315.90, 319.44
12/18/13, 312.13, 314.36, 312.13, 313.99
12/17/13, 313.12, 313.17, 311.31, 311.31
12/16/13, 309.79, 314.17, 309.40, 313.64
12/13/13, 310.24, 311.03, 309.39, 309.75
12/12/13, 312.67, 312.67, 310.24, 310.24
12/11/13, 314.84, 316.13, 313.27, 313.30
12/10/13, 317.01, 317.86, 314.80, 314.91
12/09/13, 316.91, 317.37, 315.87, 317.15
12/06/13, 315.02, 316.97, 313.65, 316.50
12/05/13, 316.78, 317.71, 314.41, 314.41
12/04/13, 319.41, 319.69, 315.68, 317.24
12/03/13, 324.11, 324.11, 319.13, 319.13
12/02/13, 325.65, 326.01, 324.10, 324.10
11/29/13, 324.91, 325.87, 324.71, 325.16
11/28/13, 324.24, 325.52, 324.24, 325.19
11/27/13, 322.50, 324.55, 322.50, 324.04
11/26/13, 323.82, 324.25, 322.24, 322.24
11/25/13, 323.48, 324.78, 323.48, 324.18
11/22/13, 322.84, 324.29, 321.96, 322.77
11/21/13, 321.88, 322.90, 320.54, 322.42
11/20/13, 322.22, 323.95, 321.23, 322.91
11/19/13, 323.89, 323.89, 322.17, 322.56
11/18/13, 322.86, 325.32, 322.22, 324.70
11/15/13, 322.67, 323.39, 321.91, 323.00
11/14/13, 321.51, 322.78, 320.90, 322.43
11/13/13, 321.41, 321.41, 318.00, 319.82
11/12/13, 323.28, 323.72, 321.18, 321.68
11/11/13, 323.04, 324.00, 322.52, 323.57
11/08/13, 322.21, 322.88, 319.47, 322.72
11/07/13, 323.17, 328.08, 322.29, 323.23
11/06/13, 322.21, 324.11, 322.21, 323.26
11/05/13, 323.00, 323.28, 320.47, 321.89
11/04/13, 322.19, 323.28, 322.16, 322.50
11/01/13, 322.50, 322.91, 321.08, 321.50
10/31/13, 320.42, 322.46, 320.14, 322.37
10/30/13, 321.00, 322.90, 320.10, 320.80
10/29/13, 318.98, 321.00, 318.98, 320.77
10/28/13, 320.71, 321.07, 318.68, 319.49
10/25/13, 319.89, 320.78, 319.19, 320.09
10/24/13, 319.39, 320.40, 319.37, 320.38
10/23/13, 319.94, 319.94, 318.43, 318.99
10/22/13, 319.27, 321.92, 319.12, 320.97
10/21/13, 318.57, 319.64, 318.31, 319.54
10/18/13, 316.65, 318.47, 316.56, 318.47
10/17/13, 315.15, 315.98, 313.61, 315.98
10/16/13, 314.22, 315.86, 313.01, 315.55
10/15/13, 312.75, 315.11, 312.75, 314.82
10/14/13, 311.07, 312.22, 310.40, 312.22
10/11/13, 310.98, 311.78, 310.56, 311.61
10/10/13, 306.10, 310.63, 306.10, 310.29
10/09/13, 306.33, 306.96, 304.45, 305.13
10/08/13, 309.07, 309.46, 306.80, 306.84
10/07/13, 309.19, 309.41, 306.75, 309.18
10/04/13, 309.34, 310.59, 308.36, 309.89
10/03/13, 310.84, 311.65, 309.32, 309.55
10/02/13, 312.17, 312.17, 309.53, 310.79
10/01/13, 310.68, 312.86, 310.67, 312.86
09/30/13, 311.21, 311.21, 309.05, 310.46
09/27/13, 313.79, 314.17, 311.06, 312.18
09/26/13, 313.30, 313.85, 311.83, 313.02
09/25/13, 312.91, 313.58, 311.67, 313.02
09/24/13, 312.61, 313.61, 312.41, 313.20
09/23/13, 314.21, 314.86, 311.98, 312.62
09/20/13, 314.72, 315.53, 314.19, 314.20
09/19/13, 314.88, 317.18, 314.37, 315.05
09/18/13, 312.19, 313.59, 311.82, 313.28
09/17/13, 312.94, 312.94, 311.73, 311.95
09/16/13, 312.76, 314.29, 312.76, 313.42
09/13/13, 310.47, 311.46, 309.64, 311.46
09/12/13, 310.85, 311.31, 309.62, 310.74
09/11/13, 309.82, 310.99, 309.67, 310.88
09/10/13, 306.84, 310.08, 306.84, 309.80
09/09/13, 305.97, 306.24, 304.70, 305.84
09/06/13, 304.45, 306.68, 303.01, 306.10
09/05/13, 302.61, 304.56, 301.46, 304.56
09/04/13, 302.31, 302.67, 299.76, 302.34
09/03/13, 303.11, 303.78, 300.75, 301.78
09/02/13, 299.04, 303.46, 299.04, 302.94
08/30/13, 300.29, 300.82, 297.32, 297.32
08/29/13, 298.75, 300.61, 298.29, 300.13
08/28/13, 298.29, 298.55, 295.88, 297.89
08/27/13, 303.60, 304.02, 299.01, 299.01
08/26/13, 304.79, 304.95, 303.58, 304.48
08/23/13, 303.67, 305.34, 302.44, 304.71
08/22/13, 300.57, 304.48, 300.57, 303.55
08/21/13, 302.50, 302.80, 300.60, 300.61
08/20/13, 303.95, 303.95, 300.46, 302.25
08/19/13, 306.47, 306.56, 304.39, 304.77
08/16/13, 305.11, 306.44, 304.23, 306.36
08/15/13, 308.13, 308.13, 303.85, 305.34
08/14/13, 307.43, 309.06, 306.91, 308.62
08/13/13, 306.26, 307.88, 306.26, 307.79
08/12/13, 305.94, 306.64, 304.20, 306.08
08/09/13, 304.55, 306.58, 303.87, 305.92
08/08/13, 302.98, 304.59, 302.51, 304.17
08/07/13, 302.67, 303.39, 301.20, 302.81
08/06/13, 304.73, 305.85, 302.20, 303.50
08/05/13, 304.67, 305.98, 303.84, 304.74
08/02/13, 303.55, 304.48, 302.83, 304.15
08/01/13, 300.16, 303.29, 300.16, 303.29
07/31/13, 298.65, 300.65, 298.05, 299.58
07/30/13, 299.51, 300.61, 298.67, 299.43
07/29/13, 299.67, 300.92, 298.62, 299.06
07/26/13, 300.41, 301.71, 298.12, 298.91
07/25/13, 301.22, 301.38, 297.81, 299.63
07/24/13, 299.89, 302.28, 299.67, 301.10
07/23/13, 300.62, 301.66, 299.44, 299.44
07/22/13, 300.00, 300.83, 299.30, 300.30
07/19/13, 299.33, 300.05, 298.25, 299.85
07/18/13, 296.50, 300.21, 296.13, 299.76
07/17/13, 295.46, 297.70, 293.66, 297.04
07/16/13, 297.44, 297.81, 295.14, 295.31
07/15/13, 296.45, 298.36, 296.34, 297.38
07/12/13, 297.08, 298.19, 296.09, 296.20
07/11/13, 295.95, 297.81, 295.84, 296.54
07/10/13, 294.79, 295.68, 292.99, 294.84
07/09/13, 293.11, 295.40, 293.11, 294.58
07/08/13, 289.39, 293.35, 289.39, 292.37
07/05/13, 292.41, 293.76, 288.31, 288.31
07/04/13, 286.41, 292.39, 286.41, 292.15
07/03/13, 286.03, 286.03, 282.65, 285.46
07/02/13, 288.23, 288.26, 285.64, 287.13
07/01/13, 286.60, 288.98, 284.55, 288.29
06/28/13, 286.78, 287.59, 284.01, 285.02
06/27/13, 284.32, 287.71, 283.64, 286.42
06/26/13, 280.19, 285.13, 279.63, 284.54
06/25/13, 277.19, 280.29, 276.92, 279.69
06/24/13, 280.51, 280.64, 274.97, 275.66
06/21/13, 284.03, 286.54, 280.40, 280.40
06/20/13, 289.94, 289.94, 283.13, 283.68
06/19/13, 293.50, 293.85, 291.46, 292.36
06/18/13, 292.53, 294.17, 291.84, 293.02
06/17/13, 291.68, 294.87, 291.68, 293.25
06/14/13, 291.11, 292.55, 290.32, 291.13
06/13/13, 288.72, 290.75, 285.70, 290.51
06/12/13, 291.65, 293.78, 290.50, 290.68
06/11/13, 294.42, 294.42, 289.08, 291.74
06/10/13, 295.20, 296.23, 294.43, 295.22
06/07/13, 291.92, 296.11, 290.56, 295.40
06/06/13, 295.11, 296.36, 291.69, 291.69
06/05/13, 298.64, 299.44, 295.12, 295.12
06/04/13, 299.34, 300.88, 299.17, 299.59
06/03/13, 300.22, 301.59, 297.24, 298.59
05/31/13, 303.75, 303.75, 300.35, 300.88
05/30/13, 302.54, 304.23, 302.44, 303.55
05/29/13, 307.38, 307.38, 302.33, 302.50
05/28/13, 305.37, 309.50, 305.37, 308.23
05/27/13, 303.83, 304.46, 303.64, 304.34
05/24/13, 304.59, 305.22, 302.22, 303.35
05/23/13, 308.61, 308.61, 302.57, 303.99
05/22/13, 309.52, 310.59, 309.74, 310.59
05/21/13, 309.34, 309.99, 307.70, 309.99
05/20/13, 308.83, 309.77, 308.08, 309.77
05/17/13, 307.54, 308.94, 306.62, 308.72
05/16/13, 307.81, 308.47, 307.16, 307.97
05/15/13, 305.46, 308.14, 305.23, 308.06
05/14/13, 304.51, 305.66, 303.08, 305.66
05/13/13, 305.01, 305.48, 303.44, 304.46
05/10/13, 303.67, 306.00, 303.67, 304.99
05/09/13, 303.37, 304.02, 302.72, 303.74
05/08/13, 301.49, 303.87, 301.44, 303.67
05/07/13, 301.39, 302.53, 301.11, 301.74
05/06/13, 300.90, 301.04, 300.35, 300.97
05/03/13, 298.02, 301.72, 297.41, 301.04
05/02/13, 296.52, 298.28, 295.53, 297.88
05/01/13, 296.77, 297.35, 296.68, 296.93
04/30/13, 297.81, 298.93, 295.93, 296.72
04/29/13, 296.03, 297.49, 295.99, 297.39
04/26/13, 296.20, 296.26, 294.32, 295.89
04/25/13, 294.35, 297.32, 293.59, 296.88
04/24/13, 292.30, 294.92, 292.21, 294.63
04/23/13, 285.63, 292.63, 285.62, 292.63
04/22/13, 285.68, 287.87, 284.75, 285.68
04/19/13, 284.90, 286.58, 283.94, 285.21
04/18/13, 284.21, 285.60, 282.96, 283.73
04/17/13, 289.06, 289.51, 282.98, 283.73
04/16/13, 289.62, 290.15, 288.05, 288.16
04/15/13, 292.15, 292.64, 288.80, 290.43
04/12/13, 294.72, 294.72, 291.66, 292.39
04/11/13, 293.23, 295.38, 292.83, 294.96
04/10/13, 288.47, 293.61, 288.47, 293.19
04/09/13, 288.45, 289.56, 287.21, 288.07
04/08/13, 287.85, 289.24, 287.34, 287.64
04/05/13, 291.56, 291.88, 285.41, 287.13
04/04/13, 294.80, 295.40, 291.50, 291.71
04/03/13, 296.97, 297.47, 294.72, 294.80
04/02/13, 293.87, 297.76, 293.87, 297.52
03/28/13, 292.67, 294.90, 292.44, 293.78
03/27/13, 294.48, 293.01, 291.33, 292.44
03/26/13, 293.83, 294.35, 292.65, 293.76
03/25/13, 295.38, 297.03, 292.66, 293.25
03/22/13, 294.54, 295.35, 293.39, 294.04
03/21/13, 296.47, 296.54, 293.45, 294.47
03/20/13, 296.06, 297.26, 295.92, 296.50
03/19/13, 296.51, 297.08, 294.86, 295.55
03/18/13, 296.45, 297.15, 293.74, 296.81
03/15/13, 298.83, 298.90, 296.52, 297.44
03/14/13, 295.80, 298.52, 295.80, 298.52
03/13/13, 295.30, 295.32, 293.97, 295.32
03/12/13, 295.03, 296.01, 294.80, 295.37
03/11/13, 295.15, 295.33, 294.07, 295.26
03/08/13, 293.53, 296.16, 293.53, 295.55
03/07/13, 293.35, 294.39, 293.06, 293.19
03/06/13, 294.18, 295.17, 293.24, 293.38
03/05/13, 289.86, 294.38, 289.86, 294.11
03/04/13, 288.44, 289.29, 287.21, 288.89
03/01/13, 289.45, 290.45, 286.66, 289.02
02/28/13, 287.70, 290.08, 287.70, 289.94
02/27/13, 284.93, 287.34, 283.90, 287.17
02/26/13, 288.15, 288.15, 284.49, 284.60
02/25/13, 288.19, 290.49, 286.99, 288.40
02/22/13, 285.71, 288.82, 285.71, 288.57
02/21/13, 288.32, 288.32, 284.50, 284.86
02/20/13, 289.34, 290.36, 288.65, 289.07
02/19/13, 286.65, 290.12, 286.49, 290.01
02/18/13, 287.03, 287.03, 285.98, 286.76
02/15/13, 287.45, 288.68, 287.11, 287.34
02/14/13, 288.45, 288.92, 286.57, 287.79
02/13/13, 287.21, 289.01, 286.22, 288.27
02/12/13, 285.35, 287.07, 284.86, 287.07
02/11/13, 286.52, 287.21, 284.99, 285.62
02/08/13, 284.44, 287.40, 284.43, 287.34
02/07/13, 284.74, 286.20, 283.79, 283.88
02/06/13, 285.08, 286.73, 283.40, 284.52
02/05/13, 284.34, 286.43, 284.34, 285.56
02/04/13, 288.53, 288.70, 283.90, 283.90
02/01/13, 286.94, 289.22, 286.87, 288.20
01/31/13, 288.75, 288.95, 286.88, 287.22
01/30/13, 290.19, 290.33, 288.08, 288.63
01/29/13, 289.80, 290.44, 288.83, 290.30
01/28/13, 289.60, 290.08, 289.28, 289.36
01/25/13, 288.60, 289.82, 288.10, 289.72
01/24/13, 287.85, 289.09, 287.10, 288.89
01/23/13, 287.29, 288.23, 287.28, 288.22
01/22/13, 287.35, 287.87, 285.50, 287.66
01/21/13, 287.30, 287.93, 286.91, 287.78
01/18/13, 287.35, 287.93, 287.03, 287.03
01/17/13, 285.77, 287.63, 285.59, 287.35
01/16/13, 285.86, 286.24, 284.70, 286.03
01/15/13, 285.80, 286.32, 284.70, 285.97
