Date, Open, High, Low, Close
04/25/18, 382.21, 382.21, 378.17, 380.17
04/24/18, 383.23, 384.34, 381.52, 383.11
04/23/18, 381.87, 383.31, 380.58, 383.18
04/20/18, 380.89, 382.55, 380.51, 381.84
04/19/18, 381.78, 382.41, 381.16, 381.95
04/18/18, 380.45, 382.01, 380.30, 381.86
04/17/18, 377.98, 381.50, 377.95, 380.77
04/16/18, 379.18, 379.56, 377.05, 377.74
04/13/18, 379.21, 380.83, 378.38, 379.20
04/12/18, 376.19, 379.05, 375.45, 378.82
04/11/18, 377.83, 377.95, 375.31, 376.18
04/10/18, 376.52, 378.48, 376.52, 378.42
04/09/18, 375.43, 377.11, 373.88, 375.30
04/06/18, 374.90, 376.21, 373.89, 374.82
04/05/18, 369.46, 376.19, 369.46, 376.13
04/04/18, 369.31, 369.73, 364.36, 367.33
04/03/18, 369.71, 370.66, 366.93, 369.07
03/29/18, 369.49, 372.63, 369.29, 370.87
03/28/18, 366.58, 369.26, 362.74, 369.26
03/27/18, 364.76, 368.94, 364.76, 367.57
03/26/18, 366.07, 368.10, 362.04, 363.18
03/23/18, 367.87, 367.92, 363.05, 365.82
03/22/18, 373.94, 374.09, 367.12, 369.15
03/21/18, 375.66, 375.98, 373.69, 374.96
03/20/18, 374.10, 375.98, 373.09, 375.57
03/19/18, 373.68, 377.36, 373.13, 373.68
03/16/18, 377.36, 379.10, 376.56, 377.71
03/15/18, 375.33, 377.54, 374.56, 376.88
03/14/18, 375.31, 377.71, 374.37, 374.94
03/13/18, 379.17, 380.09, 374.66, 375.49
03/12/18, 379.10, 380.11, 378.11, 379.20
03/09/18, 376.47, 378.89, 376.11, 378.24
03/08/18, 372.57, 377.06, 372.42, 376.62
03/07/18, 370.72, 373.36, 369.18, 372.71
03/06/18, 371.61, 374.13, 371.36, 371.37
03/05/18, 366.80, 371.17, 366.24, 370.87
03/02/18, 373.27, 373.27, 366.57, 367.04
03/01/18, 378.65, 378.71, 374.24, 374.86
02/28/18, 381.97, 382.24, 379.63, 379.63
02/27/18, 383.23, 384.12, 381.24, 382.36
02/26/18, 382.23, 384.13, 382.14, 383.06
02/23/18, 381.02, 381.46, 379.33, 381.16
02/22/18, 379.87, 380.86, 376.92, 380.34
02/21/18, 380.12, 381.31, 377.57, 381.10
02/20/18, 378.23, 380.51, 377.55, 380.51
02/19/18, 381.01, 381.48, 377.80, 378.24
02/16/18, 377.48, 381.18, 377.48, 380.62
02/15/18, 375.13, 378.32, 375.13, 376.51
02/14/18, 371.39, 375.18, 369.45, 374.53
02/13/18, 373.10, 374.00, 370.58, 370.58
02/12/18, 370.01, 375.12, 370.01, 372.93
02/09/18, 372.89, 373.90, 367.50, 368.61
02/08/18, 380.43, 380.43, 373.21, 374.03
02/07/18, 374.48, 381.38, 374.21, 380.13
02/06/18, 375.74, 377.58, 369.77, 372.79
02/05/18, 386.86, 386.86, 381.64, 382.00
02/02/18, 392.90, 392.90, 388.00, 388.07
02/01/18, 396.43, 398.50, 392.71, 393.49
01/31/18, 396.46, 397.46, 395.02, 395.46
01/30/18, 398.43, 398.82, 395.57, 396.12
01/29/18, 400.44, 400.91, 399.51, 399.80
01/26/18, 398.60, 401.06, 398.58, 400.57
01/25/18, 400.52, 401.87, 397.57, 398.56
01/24/18, 402.73, 403.23, 400.79, 400.79
01/23/18, 402.78, 403.72, 401.97, 402.81
01/22/18, 401.00, 402.16, 400.56, 402.11
01/19/18, 398.91, 401.15, 398.78, 400.88
01/18/18, 398.50, 399.49, 397.46, 398.73
01/17/18, 397.52, 398.76, 396.94, 397.97
01/16/18, 398.15, 399.87, 397.59, 398.35
01/15/18, 398.45, 398.55, 397.45, 397.83
01/12/18, 397.42, 398.87, 396.95, 398.49
01/11/18, 398.86, 399.12, 396.56, 397.25
01/10/18, 399.76, 399.88, 397.47, 398.60
01/09/18, 398.49, 400.31, 398.49, 400.11
01/08/18, 397.92, 398.96, 397.72, 398.41
01/05/18, 393.98, 397.35, 393.98, 397.35
01/04/18, 391.11, 394.26, 391.11, 393.68
01/03/18, 388.74, 391.10, 388.74, 390.22
01/02/18, 389.15, 389.28, 386.78, 388.35
12/29/17, 389.71, 390.05, 388.78, 389.18
12/28/17, 390.68, 390.82, 389.09, 389.54
12/27/17, 389.82, 391.16, 389.50, 390.54
12/22/17, 390.61, 390.88, 389.60, 390.28
12/21/17, 387.96, 390.84, 386.81, 390.69
12/20/17, 391.03, 391.17, 387.78, 388.37
12/19/17, 392.69, 393.40, 390.80, 391.02
12/18/17, 392.66, 392.66, 392.66, 392.66
12/15/17, 388.54, 388.67, 387.59, 388.19
12/14/17, 390.28, 390.36, 388.90, 388.91
12/13/17, 391.56, 391.56, 390.70, 390.70
12/12/17, 389.35, 391.63, 388.45, 391.63
12/11/17, 389.38, 390.12, 388.77, 389.05
12/08/17, 387.77, 390.17, 387.77, 389.25
12/07/17, 386.16, 387.75, 385.63, 386.41
12/06/17, 385.88, 386.96, 383.00, 386.32
12/05/17, 386.61, 387.72, 385.23, 386.74
12/04/17, 384.89, 388.99, 384.89, 387.47
12/01/17, 386.72, 387.45, 383.21, 383.97
11/30/17, 388.16, 390.44, 386.69, 386.69
11/29/17, 388.89, 390.70, 387.92, 387.96
11/28/17, 385.06, 387.30, 384.74, 387.02
11/27/17, 386.14, 387.76, 384.87, 384.87
11/24/17, 387.17, 388.65, 386.52, 386.63
11/23/17, 386.32, 387.68, 384.65, 387.12
11/22/17, 388.20, 389.68, 387.06, 387.06
11/21/17, 386.04, 388.95, 385.13, 388.10
11/20/17, 384.32, 386.76, 383.26, 386.39
11/17/17, 385.09, 385.35, 382.68, 383.80
11/16/17, 382.79, 385.30, 382.79, 384.93
11/15/17, 383.44, 383.44, 379.94, 381.96
11/14/17, 385.79, 387.08, 383.06, 383.86
11/13/17, 388.15, 388.81, 384.05, 386.13
11/10/17, 390.34, 390.99, 388.36, 388.69
11/09/17, 394.58, 394.74, 389.64, 390.07
11/08/17, 394.68, 395.17, 393.01, 394.45
11/07/17, 397.04, 397.80, 394.31, 394.65
11/06/17, 395.90, 396.92, 395.40, 396.59
11/03/17, 395.36, 396.18, 394.88, 396.06
11/02/17, 396.40, 397.04, 393.63, 394.94
11/01/17, 395.91, 398.05, 395.91, 396.77
10/31/17, 394.02, 395.53, 393.95, 395.22
10/30/17, 393.24, 394.49, 392.82, 393.91
10/27/17, 392.25, 393.76, 392.22, 393.43
10/26/17, 387.02, 391.45, 386.44, 391.27
10/25/17, 388.98, 390.52, 386.74, 387.13
10/24/17, 390.44, 391.31, 389.14, 389.33
10/23/17, 390.65, 391.59, 389.80, 390.74
10/20/17, 389.39, 390.51, 389.32, 390.13
10/19/17, 391.17, 391.17, 387.81, 389.11
10/18/17, 390.65, 392.28, 390.49, 391.56
10/17/17, 391.71, 391.90, 390.44, 390.44
10/16/17, 392.09, 392.42, 391.30, 391.41
10/13/17, 391.38, 392.06, 390.64, 391.42
10/12/17, 390.37, 390.57, 389.32, 390.28
10/11/17, 389.98, 390.57, 389.30, 390.15
10/10/17, 389.81, 390.61, 389.37, 390.16
10/09/17, 389.98, 391.06, 389.71, 390.21
10/06/17, 390.76, 390.97, 388.87, 389.47
10/05/17, 389.83, 391.03, 389.27, 391.03
10/04/17, 390.95, 391.09, 389.30, 390.40
10/03/17, 390.32, 390.72, 389.86, 390.72
10/02/17, 388.43, 390.13, 388.43, 390.13
09/29/17, 386.25, 388.16, 385.92, 388.16
09/28/17, 385.66, 386.36, 384.96, 386.36
09/27/17, 384.13, 386.31, 384.13, 385.62
09/26/17, 384.08, 384.62, 383.47, 384.03
09/25/17, 383.64, 384.53, 383.44, 383.90
09/22/17, 382.26, 383.68, 382.07, 383.22
09/21/17, 382.62, 383.59, 382.23, 382.88
09/20/17, 381.74, 382.58, 381.30, 381.98
09/19/17, 381.26, 382.16, 380.97, 382.12
09/18/17, 381.93, 383.08, 381.56, 381.95
09/15/17, 381.98, 381.98, 380.02, 380.71
09/14/17, 381.24, 382.20, 380.56, 381.79
09/13/17, 381.00, 382.16, 379.93, 381.34
09/12/17, 379.80, 381.98, 379.80, 381.42
09/11/17, 376.39, 379.43, 376.39, 379.43
09/08/17, 374.33, 375.64, 373.42, 375.51
09/07/17, 374.13, 375.91, 373.40, 374.95
09/06/17, 372.96, 374.63, 371.62, 373.95
09/05/17, 374.19, 375.89, 373.41, 373.71
09/04/17, 375.03, 375.03, 373.74, 374.18
09/01/17, 374.56, 376.85, 374.56, 376.14
08/31/17, 371.73, 374.79, 371.73, 373.88
08/30/17, 369.89, 371.62, 369.88, 371.01
08/29/17, 371.23, 371.23, 365.99, 368.42
08/28/17, 373.21, 373.63, 371.85, 372.29
08/25/17, 374.93, 376.19, 374.07, 374.07
08/24/17, 374.48, 376.13, 374.46, 374.51
08/23/17, 375.70, 376.32, 373.21, 373.92
08/22/17, 373.41, 375.97, 373.41, 375.80
08/21/17, 373.45, 374.51, 371.73, 372.72
08/18/17, 375.49, 375.49, 372.89, 374.20
08/17/17, 378.67, 379.48, 376.67, 376.87
08/16/17, 376.90, 379.86, 376.90, 379.09
08/15/17, 376.70, 377.79, 375.85, 376.50
08/14/17, 372.81, 376.89, 372.81, 376.16
08/11/17, 374.65, 374.65, 371.58, 372.14
08/10/17, 379.51, 379.51, 375.42, 376.05
08/09/17, 382.32, 382.32, 378.65, 379.84
08/08/17, 381.85, 383.23, 380.81, 382.65
08/07/17, 382.40, 383.14, 381.40, 382.01
08/04/17, 378.66, 383.08, 378.20, 382.53
08/03/17, 378.51, 379.53, 377.17, 378.93
08/02/17, 380.01, 380.48, 377.91, 378.63
08/01/17, 378.24, 381.12, 377.96, 380.26
07/31/17, 378.42, 380.07, 377.57, 377.85
07/28/17, 380.78, 380.78, 377.24, 378.34
07/27/17, 382.40, 383.64, 381.51, 382.32
07/26/17, 380.76, 383.73, 380.75, 382.74
07/25/17, 379.04, 382.38, 379.04, 380.77
07/24/17, 380.52, 380.77, 378.00, 379.23
07/21/17, 383.77, 384.55, 379.01, 380.16
07/20/17, 385.37, 387.34, 382.94, 384.07
07/19/17, 383.77, 385.70, 383.17, 385.54
07/18/17, 386.21, 386.29, 382.03, 382.58
07/17/17, 387.11, 387.89, 385.92, 386.86
07/14/17, 386.43, 386.84, 385.49, 386.84
07/13/17, 385.22, 387.18, 385.04, 386.14
07/12/17, 379.24, 385.58, 379.24, 384.90
07/11/17, 381.79, 382.97, 378.95, 379.15
07/10/17, 380.77, 382.21, 380.63, 381.64
07/07/17, 380.31, 380.33, 378.83, 380.18
07/06/17, 382.97, 380.78, 378.45, 380.43
07/05/17, 382.30, 383.28, 381.12, 382.99
07/04/17, 382.84, 383.57, 381.74, 382.30
07/03/17, 379.96, 383.80, 379.96, 383.41
06/30/17, 380.68, 382.80, 379.04, 379.37
06/29/17, 386.23, 387.73, 380.22, 380.66
06/28/17, 384.95, 386.58, 382.01, 385.82
06/27/17, 388.64, 388.64, 385.57, 385.98
06/26/17, 388.35, 390.91, 388.35, 389.05
06/23/17, 388.66, 388.76, 386.41, 387.62
06/22/17, 388.21, 388.71, 386.10, 388.53
06/21/17, 388.69, 389.09, 385.83, 388.50
06/20/17, 391.96, 393.26, 389.21, 389.21
06/19/17, 389.83, 392.45, 389.83, 391.94
06/16/17, 386.49, 388.68, 386.49, 388.60
06/15/17, 387.53, 387.53, 383.74, 386.05
06/14/17, 389.48, 391.44, 387.58, 387.58
06/13/17, 387.28, 389.49, 387.28, 388.75
06/12/17, 389.60, 389.60, 386.17, 386.62
06/09/17, 387.56, 390.64, 387.56, 390.39
06/08/17, 389.42, 390.51, 388.37, 389.15
06/07/17, 389.32, 391.81, 388.45, 389.18
06/06/17, 391.30, 391.30, 388.86, 389.40
06/05/17, 392.71, 392.87, 391.65, 392.04
06/02/17, 392.16, 394.68, 391.75, 392.55
06/01/17, 389.55, 391.93, 389.55, 391.66
05/31/17, 390.09, 392.27, 389.51, 389.99
05/30/17, 390.51, 391.00, 388.97, 390.50
05/29/17, 391.66, 391.66, 390.78, 391.25
05/26/17, 391.50, 391.57, 389.44, 391.35
05/25/17, 392.70, 392.85, 391.79, 392.14
05/24/17, 392.42, 392.78, 391.63, 392.37
05/23/17, 390.79, 392.62, 390.47, 392.02
05/22/17, 391.90, 392.48, 390.80, 391.14
05/19/17, 389.12, 391.70, 389.12, 391.51
05/18/17, 390.60, 390.60, 386.46, 389.19
05/17/17, 394.76, 395.44, 390.15, 391.14
05/16/17, 395.72, 396.44, 394.75, 395.91
05/15/17, 396.10, 396.55, 394.70, 395.97
05/12/17, 394.57, 395.63, 394.20, 395.63
05/11/17, 396.47, 396.47, 393.47, 394.39
05/10/17, 395.82, 396.45, 394.61, 396.45
05/09/17, 394.46, 396.24, 394.46, 395.81
05/08/17, 394.94, 395.15, 393.27, 394.04
05/05/17, 391.44, 394.54, 390.45, 394.54
05/04/17, 389.71, 391.98, 389.71, 391.98
05/03/17, 389.34, 389.39, 388.46, 389.37
05/02/17, 386.69, 389.53, 386.69, 389.53
05/01/17, 386.88, 386.99, 386.57, 386.64
04/28/17, 387.36, 387.67, 386.73, 387.09
04/27/17, 388.17, 388.21, 386.83, 387.79
04/26/17, 386.61, 388.88, 386.29, 388.73
04/25/17, 386.21, 387.99, 386.15, 386.91
04/24/17, 379.05, 386.23, 379.05, 386.09
04/21/17, 378.22, 379.21, 377.17, 378.12
04/20/17, 376.96, 378.55, 376.28, 378.06
04/19/17, 376.47, 378.02, 376.23, 377.24
04/18/17, 380.96, 381.37, 376.35, 376.35
04/13/17, 381.36, 381.36, 379.85, 380.58
04/12/17, 381.78, 383.91, 381.60, 381.90
04/11/17, 380.57, 382.52, 379.31, 381.18
04/10/17, 381.64, 381.67, 380.40, 381.25
04/07/17, 380.02, 381.26, 378.90, 381.26
04/06/17, 379.04, 380.98, 377.16, 380.77
04/05/17, 380.07, 381.71, 379.82, 380.09
04/04/17, 379.05, 380.08, 378.63, 380.03
04/03/17, 382.19, 382.74, 379.26, 379.29
03/31/17, 380.42, 381.50, 378.76, 381.14
03/30/17, 378.58, 380.48, 378.42, 380.46
03/29/17, 377.18, 378.61, 376.72, 378.53
03/28/17, 375.55, 377.37, 375.25, 377.30
03/27/17, 375.44, 375.44, 372.93, 375.01
03/24/17, 376.87, 376.88, 375.38, 376.51
03/23/17, 374.11, 377.20, 373.56, 377.20
03/22/17, 374.61, 374.61, 371.97, 374.03
03/21/17, 377.86, 379.22, 375.28, 375.67
03/20/17, 377.95, 378.41, 377.15, 377.68
03/17/17, 376.79, 378.50, 376.24, 378.32
03/16/17, 375.91, 377.76, 375.91, 377.73
03/15/17, 374.21, 375.19, 373.90, 375.10
03/14/17, 374.30, 374.33, 372.59, 373.46
03/13/17, 373.25, 375.08, 373.19, 374.64
03/10/17, 373.42, 374.89, 373.02, 373.23
03/09/17, 372.53, 373.44, 371.08, 372.89
03/08/17, 372.22, 373.43, 371.24, 372.58
03/07/17, 373.05, 373.45, 371.60, 372.27
03/06/17, 374.43, 374.43, 372.42, 373.27
03/03/17, 374.90, 375.23, 373.82, 375.23
03/02/17, 375.62, 376.15, 374.91, 375.61
03/01/17, 371.52, 375.77, 371.52, 375.69
02/28/17, 369.69, 370.64, 369.13, 370.24
02/27/17, 369.72, 370.58, 368.47, 369.52
02/24/17, 372.71, 372.75, 367.70, 370.01
02/23/17, 373.23, 374.21, 372.43, 372.85
02/22/17, 374.13, 375.43, 372.54, 373.38
02/21/17, 371.20, 373.94, 369.94, 373.40
02/20/17, 371.19, 371.89, 370.40, 371.04
02/17/17, 370.28, 370.64, 367.74, 370.22
02/16/17, 371.35, 371.56, 369.46, 370.10
02/15/17, 370.68, 372.09, 370.24, 371.47
02/14/17, 370.17, 370.36, 369.14, 370.20
02/13/17, 367.82, 370.90, 367.82, 370.13
02/10/17, 367.08, 368.10, 366.29, 367.39
02/09/17, 364.55, 367.04, 364.21, 366.79
02/08/17, 363.84, 365.01, 361.79, 363.94
02/07/17, 361.94, 363.87, 361.39, 362.74
02/06/17, 364.34, 364.91, 361.50, 361.60
02/03/17, 362.68, 364.81, 362.51, 364.07
02/02/17, 362.83, 363.56, 361.41, 361.95
02/01/17, 361.19, 364.83, 361.19, 363.20
01/31/17, 362.48, 363.86, 360.12, 360.12
01/30/17, 365.90, 365.90, 361.99, 362.55
01/27/17, 367.14, 367.19, 365.35, 366.38
01/26/17, 367.42, 368.85, 366.99, 367.50
01/25/17, 363.04, 366.92, 363.04, 366.59
01/24/17, 361.30, 362.42, 360.97, 361.92
01/23/17, 362.18, 362.18, 359.92, 361.01
01/20/17, 362.48, 363.64, 361.39, 362.58
01/19/17, 363.21, 364.14, 361.66, 362.85
01/18/17, 362.62, 363.58, 361.03, 363.07
01/17/17, 362.70, 363.76, 360.46, 362.42
01/16/17, 364.52, 364.52, 362.97, 362.97
01/13/17, 363.12, 365.94, 363.12, 365.94
01/12/17, 364.23, 364.45, 361.97, 362.51
01/11/17, 364.26, 366.37, 362.84, 364.90
01/10/17, 363.48, 364.33, 362.23, 364.07
01/09/17, 365.10, 365.53, 363.04, 363.67
01/06/17, 365.07, 365.78, 364.33, 365.45
01/05/17, 364.02, 365.92, 363.66, 365.64
01/04/17, 365.61, 366.19, 363.95, 365.26
01/03/17, 364.25, 367.07, 364.25, 365.71
01/02/17, 361.24, 363.76, 360.90, 363.18
12/30/16, 360.22, 361.66, 358.83, 361.42
12/29/16, 360.42, 360.88, 359.39, 360.26
12/28/16, 360.52, 361.53, 360.34, 361.53
12/27/16, 360.26, 360.80, 360.26, 360.48
12/23/16, 359.89, 360.40, 359.48, 359.98
12/22/16, 360.09, 360.42, 358.72, 359.82
12/21/16, 360.66, 361.32, 359.93, 360.56
12/20/16, 359.78, 361.32, 359.42, 361.32
12/19/16, 359.86, 360.00, 358.95, 359.59
12/16/16, 358.63, 360.57, 357.84, 360.02
12/15/16, 356.11, 359.38, 355.81, 358.79
12/14/16, 356.64, 357.05, 355.45, 355.72
12/13/16, 353.42, 357.68, 352.86, 357.50
12/12/16, 355.25, 355.96, 353.15, 353.74
12/09/16, 352.04, 355.86, 352.04, 355.38
12/08/16, 348.46, 352.15, 347.27, 351.96
12/07/16, 345.46, 347.70, 345.46, 347.70
12/06/16, 341.54, 344.57, 340.38, 344.57
12/05/16, 339.88, 344.79, 338.97, 341.27
12/02/16, 338.89, 340.19, 336.36, 339.36
12/01/16, 342.12, 342.37, 339.56, 340.86
11/30/16, 340.52, 343.34, 340.25, 341.99
11/29/16, 339.26, 341.07, 338.12, 340.95
11/28/16, 341.87, 341.87, 339.01, 339.83
11/25/16, 341.52, 342.56, 340.71, 342.45
11/24/16, 341.17, 342.11, 340.17, 341.84
11/23/16, 340.77, 341.81, 338.95, 340.77
11/22/16, 341.39, 342.61, 340.96, 341.02
11/21/16, 339.42, 340.84, 336.67, 340.23
11/18/16, 341.26, 342.08, 339.08, 339.39
11/17/16, 338.11, 340.81, 337.54, 340.60
11/16/16, 340.47, 341.20, 337.17, 338.47
11/15/16, 337.80, 339.76, 337.23, 339.16
11/14/16, 338.45, 341.98, 337.36, 338.23
11/11/16, 339.59, 341.09, 336.59, 337.50
11/10/16, 341.22, 344.30, 337.48, 338.88
11/09/16, 330.35, 339.90, 327.02, 339.81
11/08/16, 334.06, 335.08, 333.00, 334.91
11/07/16, 329.65, 333.84, 329.65, 333.84
11/04/16, 330.89, 330.89, 327.75, 328.80
11/03/16, 331.63, 334.05, 330.97, 331.56
11/02/16, 334.54, 334.54, 331.55, 331.55
11/01/16, 340.04, 340.74, 335.05, 335.33
10/31/16, 340.41, 340.41, 338.31, 338.97
10/28/16, 340.77, 341.11, 338.30, 340.80
10/27/16, 341.58, 343.32, 339.91, 341.71
